248,8,9/24/2016,34:10.0,8.005882239
249,9,9/24/2016,34:10.0,6.158594503
250,10,9/24/2016,34:10.0,9.364516283
251,11,9/24/2016,34:10.0,8.065042542
252,12,9/24/2016,34:10.0,19.82375244
253,1,9/24/2016,34:20.0,19.52195477
254,2,9/24/2016,34:20.0,9.443992654
255,3,9/24/2016,34:20.0,14.79272214
256,4,9/24/2016,34:20.0,3.936102908
257,5,9/24/2016,34:20.0,4.402950545
258,6,9/24/2016,34:20.0,8.987039146
259,7,9/24/2016,34:20.0,15.22359517
260,8,9/24/2016,34:20.0,16.42516281
261,9,9/24/2016,34:20.0,9.910859067
262,10,9/24/2016,34:20.0,16.12150565
263,11,9/24/2016,34:20.0,22.13472966
264,12,9/24/2016,34:20.0,13.05275363
265,1,9/24/2016,34:30.0,12.53645785
266,2,9/24/2016,34:30.0,9.371568444
267,3,9/24/2016,34:30.0,7.479172125
268,4,9/24/2016,34:30.0,6.026357354
269,5,9/24/2016,34:30.0,4.470634016
270,6,9/24/2016,34:30.0,15.4808752
271,7,9/24/2016,34:30.0,14.15373078
272,8,9/24/2016,34:30.0,15.14269255
273,9,9/24/2016,34:30.0,13.6322839
274,10,9/24/2016,34:30.0,17.20139633
275,11,9/24/2016,34:30.0,3.85947186
276,12,9/24/2016,34:30.0,19.51783638
277,1,9/24/2016,34:40.0,12.82844674
278,2,9/24/2016,34:40.0,13.46826828
279,3,9/24/2016,34:40.0,15.37017801
280,4,9/24/2016,34:40.0,21.24535422
281,5,9/24/2016,34:40.0,12.33645839
282,6,9/24/2016,34:40.0,10.40214425
283,7,9/24/2016,34:40.0,14.58080171
284,8,9/24/2016,34:40.0,18.93142557
285,9,9/24/2016,34:40.0,3.99317435
286,10,9/24/2016,34:40.0,5.83934839
287,11,9/24/2016,34:40.0,8.778538671
288,12,9/24/2016,34:40.0,21.33881936
289,1,9/24/2016,34:50.0,16.0228364
290,2,9/24/2016,34:50.0,15.66897187
291,3,9/24/2016,34:50.0,11.80290543
292,4,9/24/2016,34:50.0,16.07494437
293,5,9/24/2016,34:50.0,4.844031014
294,6,9/24/2016,34:50.0,10.26294185
295,7,9/24/2016,34:50.0,13.89172918
296,8,9/24/2016,34:50.0,9.55517211
297,9,9/24/2016,34:50.0,6.280861719
298,10,9/24/2016,34:50.0,9.808971351
299,11,9/24/2016,34:50.0,11.67305449
300,12,9/24/2016,34:50.0,7.820903918
301,1,9/24/2016,35:00.0,6.091675065
302,2,9/24/2016,35:00.0,16.67102383
303,3,9/24/2016,35:00.0,20.74115862
304,4,9/24/2016,35:00.0,18.67483564
305,5,9/24/2016,35:00.0,21.26539966
306,6,9/24/2016,35:00.0,18.41782791
307,7,9/24/2016,35:00.0,17.81703725
308,8,9/24/2016,35:00.0,11.52700977
309,9,9/24/2016,35:00.0,7.634130558
310,10,9/24/2016,35:00.0,12.21307447
311,11,9/24/2016,35:00.0,5.63923967
312,12,9/24/2016,35:00.0,10.28003021
313,1,9/24/2016,35:10.0,18.3322963
314,2,9/24/2016,35:10.0,22.67561032
315,3,9/24/2016,35:10.0,20.23093339
316,4,9/24/2016,35:10.0,22.85095701
317,5,9/24/2016,35:10.0,16.58904447
318,6,9/24/2016,35:10.0,15.4926106
319,7,9/24/2016,35:10.0,8.84205314
320,8,9/24/2016,35:10.0,12.96367333
321,9,9/24/2016,35:10.0,19.70390797
322,10,9/24/2016,35:10.0,9.054244168
323,11,9/24/2016,35:10.0,20.52029124
324,12,9/24/2016,35:10.0,9.863493326
325,1,9/24/2016,35:20.0,10.51142548
326,2,9/24/2016,35:20.0,7.095169007
327,3,9/24/2016,35:20.0,11.48171179
328,4,9/24/2016,35:20.0,5.727601874
329,5,9/24/2016,35:20.0,9.897247663
330,6,9/24/2016,35:20.0,20.26830148
331,7,9/24/2016,35:20.0,19.56872377
332,8,9/24/2016,35:20.0,4.055423289
333,9,9/24/2016,35:20.0,12.74296776
334,10,9/24/2016,35:20.0,18.84628806
335,11,9/24/2016,35:20.0,9.719481335
336,12,9/24/2016,35:20.0,19.79810918
337,1,9/24/2016,35:30.0,5.248894926
338,2,9/24/2016,35:30.0,12.49972062
339,3,9/24/2016,35:30.0,9.672094228
340,4,9/24/2016,35:30.0,22.18873584
341,5,9/24/2016,35:30.0,9.245808926
342,6,9/24/2016,35:30.0,17.09515094
343,7,9/24/2016,35:30.0,16.62671574
344,8,9/24/2016,35:30.0,22.91386094
345,9,9/24/2016,35:30.0,7.103916739
346,10,9/24/2016,35:30.0,18.3425045
347,11,9/24/2016,35:30.0,20.54270568
348,12,9/24/2016,35:30.0,16.25782988
349,1,9/24/2016,35:40.0,10.91416081
350,2,9/24/2016,35:40.0,9.536927773
351,3,9/24/2016,35:40.0,12.71444754
352,4,9/24/2016,35:40.0,18.59736022
353,5,9/24/2016,35:40.0,15.68289978
354,6,9/24/2016,35:40.0,12.76951147
355,7,9/24/2016,35:40.0,19.16988298
356,8,9/24/2016,35:40.0,6.21898721
357,9,9/24/2016,35:40.0,9.11201831
358,10,9/24/2016,35:40.0,20.7265258
359,11,9/24/2016,35:40.0,21.5974999
360,12,9/24/2016,35:40.0,13.4272764
361,1,9/24/2016,35:50.0,11.38329979
362,2,9/24/2016,35:50.0,20.6792937
363,3,9/24/2016,35:50.0,21.49471822
364,4,9/24/2016,35:50.0,22.12861808
365,5,9/24/2016,35:50.0,7.31809113
366,6,9/24/2016,35:50.0,16.15058005
367,7,9/24/2016,35:50.0,17.81141618
368,8,9/24/2016,35:50.0,17.54293627
369,9,9/24/2016,35:50.0,8.60923911
370,10,9/24/2016,35:50.0,17.29231565
371,11,9/24/2016,35:50.0,13.70594869
372,12,9/24/2016,35:50.0,9.819905844
373,1,9/24/2016,36:00.0,15.12949031
374,2,9/24/2016,36:00.0,21.4178783
375,3,9/24/2016,36:00.0,8.848826142
376,4,9/24/2016,36:00.0,18.48788855
377,5,9/24/2016,36:00.0,18.83616953
378,6,9/24/2016,36:00.0,22.26865963
379,7,9/24/2016,36:00.0,7.294660752
380,8,9/24/2016,36:00.0,10.12691699
381,9,9/24/2016,36:00.0,3.944647569
382,10,9/24/2016,36:00.0,9.983966375
383,11,9/24/2016,36:00.0,20.02678261
384,12,9/24/2016,36:00.0,6.270537052
385,1,9/24/2016,36:10.0,15.56808917
386,2,9/24/2016,36:10.0,6.523314872
387,3,9/24/2016,36:10.0,16.49408988
388,4,9/24/2016,36:10.0,15.36286012
389,5,9/24/2016,36:10.0,22.01900257
390,6,9/24/2016,36:10.0,11.74299218
391,7,9/24/2016,36:10.0,4.073178796
392,8,9/24/2016,36:10.0,4.617903337
393,9,9/24/2016,36:10.0,15.16871531
394,10,9/24/2016,36:10.0,11.40711072
395,11,9/24/2016,36:10.0,15.64721805
396,12,9/24/2016,36:10.0,20.29098217
397,1,9/24/2016,36:20.0,19.82660475
398,2,9/24/2016,36:20.0,11.0892564
399,3,9/24/2016,36:20.0,21.40092053
400,4,9/24/2016,36:20.0,4.24600205
